CodCliente,TotalPlan,Ubicacion,Genero,Edad,Antiguedad,Saldo,NoServicios,PagoApp,GamaAlta,TContrato,Churn
15694,675,Guatemala,F,38,6,0,1,0,0,1,1
15658,778,Escuintla,F,47,6,527,2,1,0,0,0
15794,494,Quetzaltenango,F,38,7,0,1,1,0,1,0
15785,850,Guatemala,M,40,9,349.07,2,0,1,1,0
15710,592,Escuintla,M,31,7,0,1,0,0,1,0
15668,590,Escuintla,F,44,3,399.97,1,1,0,0,0
15726,758,Guatemala,F,39,6,0,1,0,1,0,0
15733,506,Guatemala,M,36,5,0,2,1,0,0,0
15747,733,Guatemala,M,33,3,314.75,1,1,1,0,0
15634,711,Guatemala,M,38,3,159.64,2,1,0,1,0
15707,514,Quetzaltenango,M,43,1,297.9,1,0,1,1,1
15662,637,Escuintla,M,37,8,0,1,1,1,1,0
15732,468,Quetzaltenango,M,29,1,0,2,1,1,1,0
15718,539,Guatemala,M,39,3,0,2,1,0,1,0
15670,509,Escuintla,F,25,3,363.08,2,1,0,1,0
15773,662,Guatemala,F,32,4,176.5,1,1,1,0,1
15613,818,Escuintla,M,26,4,808.1,2,1,1,1,0
15726,608,Guatemala,M,33,9,399.99,1,1,0,1,0
15663,850,Escuintla,F,32,9,225,2,1,1,0,0
15593,816,Quetzaltenango,F,38,5,149,3,1,0,1,1
15633,536,Guatemala,M,35,8,149,2,1,0,1,0
15749,753,Guatemala,M,35,3,350,2,1,1,1,0
15759,631,Escuintla,M,27,10,0,1,1,1,1,0
15683,703,Guatemala,M,37,1,338,1,1,0,0,1
15635,774,Guatemala,M,26,2,399.97,1,1,0,0,0
15681,785,Guatemala,M,28,8,1048.28,2,1,0,1,0
15603,571,Guatemala,F,33,1,298.84,2,1,0,1,0
15591,621,Quetzaltenango,M,46,6,274.99,1,0,0,0,1
15798,605,Quetzaltenango,F,31,1,0,1,1,1,1,0
15809,611,Guatemala,F,40,8,0,2,1,0,1,0
15677,569,Guatemala,M,38,7,234.27,1,1,1,1,0
15797,658,Guatemala,M,29,4,0,1,1,1,1,0
15695,788,Escuintla,M,34,6,0,1,0,1,1,0
15744,525,Guatemala,F,23,5,148.9,2,1,0,1,0
15750,798,Guatemala,M,37,8,253.62,3,0,0,1,0
15578,486,Quetzaltenango,M,37,9,148.36,2,1,0,1,0
15676,615,Escuintla,M,61,9,0,2,1,0,1,1
15637,730,Guatemala,F,35,0,0,1,1,1,0,0
15758,641,Guatemala,M,37,7,199.97,2,1,0,0,0
15613,542,Guatemala,M,39,3,224.49,1,1,1,0,1
15731,692,Guatemala,M,30,2,0,2,0,1,1,0
15807,714,Quetzaltenango,F,55,9,538.31,1,1,1,1,0
15714,591,Escuintla,M,29,1,176.5,1,1,1,0,0
15699,710,Guatemala,F,41,2,299.71,1,1,1,1,0
15624,639,Guatemala,F,38,4,249.97,2,0,1,0,0
15725,531,Guatemala,F,47,6,0,1,0,0,0,1
15585,673,Guatemala,F,38,2,176.5,2,0,0,0,1
15804,765,Quetzaltenango,M,36,8,0,2,1,1,1,0
15662,622,Guatemala,F,32,6,0,2,1,0,1,0
15733,806,Guatemala,M,40,5,527,1,1,1,0,0
15591,757,Quetzaltenango,M,26,8,299.99,2,1,1,0,0
15677,570,Guatemala,F,58,8,199.97,1,0,1,0,1
15727,555,Escuintla,M,32,4,0,2,1,1,1,0
15715,692,Guatemala,M,54,5,0,2,1,1,1,0
15714,774,Guatemala,M,60,5,298.89,1,1,0,1,1
15730,638,Escuintla,M,44,9,348.99,2,1,1,1,0
15715,543,Escuintla,F,41,4,398.7,1,0,0,1,0
15576,584,Guatemala,M,31,5,176.5,2,1,0,0,0
15805,691,Quetzaltenango,M,30,7,312.7,1,1,0,1,0
15677,684,Quetzaltenango,F,40,6,0,1,1,0,1,0
15773,733,Guatemala,M,22,5,0,2,1,1,1,0
15598,599,Escuintla,F,37,2,149,2,1,1,1,0
15568,524,Quetzaltenango,F,31,10,0,2,1,1,1,0
15761,632,Quetzaltenango,F,38,6,0,2,1,0,0,0
15782,735,Escuintla,M,34,5,149,2,0,0,1,0
15593,734,Guatemala,M,34,6,176.5,1,1,1,0,0
15682,605,Guatemala,F,51,3,333.1,1,1,1,1,1
15746,793,Escuintla,M,38,9,0,2,1,0,1,0
15752,468,Guatemala,F,56,10,0,3,0,1,1,1
15781,779,Quetzaltenango,M,37,7,0,2,1,0,1,0
15775,698,Guatemala,M,48,4,0,2,0,1,1,1
15745,707,Guatemala,M,58,6,176.5,1,0,1,0,0
15671,850,Guatemala,F,35,1,0,1,1,0,0,1
15653,850,Guatemala,M,56,7,60.99,1,1,1,1,0
15595,527,Escuintla,M,37,5,349.97,2,1,1,0,0
15742,696,Quetzaltenango,M,32,8,249.97,1,1,1,0,0
15763,661,Guatemala,M,48,3,0,1,0,0,1,0
15786,776,Guatemala,F,31,2,176.5,2,1,1,0,0
15600,701,Guatemala,M,43,2,0,2,1,1,0,0
15573,610,Guatemala,M,26,8,0,2,1,0,1,0
15653,572,Quetzaltenango,F,48,3,350,1,1,0,1,1
15694,673,Guatemala,M,30,1,303.93,1,1,1,1,0
15736,519,Escuintla,F,57,2,450,2,1,1,0,0
15749,702,Escuintla,F,26,4,300,1,0,1,1,0
15663,729,Guatemala,M,32,6,599.97,1,1,1,0,0
15592,543,Escuintla,M,35,10,1198,1,1,0,1,0
15567,550,Guatemala,F,40,7,0,1,1,0,0,0
15776,608,Guatemala,M,59,1,0,1,1,0,1,1
15592,639,Quetzaltenango,M,35,10,0,2,1,0,1,0
15739,686,Escuintla,M,34,9,363.08,2,1,0,1,0
15794,564,Quetzaltenango,F,62,5,0,3,0,1,1,1
15762,745,Quetzaltenango,F,28,1,338,1,1,0,0,1
15667,833,Guatemala,M,37,8,176.5,2,1,1,0,0
15626,622,Guatemala,M,26,9,0,2,1,1,1,0
15776,597,Guatemala,F,42,4,0,1,1,1,1,0
15705,721,Escuintla,M,51,0,553.99,1,1,0,1,1
15802,504,Guatemala,F,49,7,0,3,0,1,1,1
15615,842,Escuintla,F,44,2,298,2,1,0,1,0
15708,587,Guatemala,M,38,0,0,2,1,0,1,0
15720,479,Quetzaltenango,F,30,7,299,2,1,0,1,0
15595,508,Guatemala,M,49,7,527,2,1,1,0,0
15600,749,Guatemala,M,24,1,0,3,1,1,1,0
15750,721,Quetzaltenango,F,36,3,0,2,1,0,0,0
15657,674,Quetzaltenango,M,47,6,0,1,1,1,1,1
15763,685,Escuintla,F,25,10,0,1,1,0,1,0
15709,417,Guatemala,M,34,7,527,2,1,0,0,0
15711,574,Quetzaltenango,M,33,3,350,1,1,0,1,0
15775,590,Escuintla,F,51,3,225,3,0,1,0,1
15705,587,Quetzaltenango,M,40,5,199.99,2,1,0,0,0
15634,598,Quetzaltenango,M,41,3,199.98,1,1,0,0,1
15717,741,Escuintla,M,53,3,0,2,1,1,1,0
15571,850,Escuintla,F,70,5,0,1,1,1,1,0
15670,584,Quetzaltenango,F,29,7,0,1,0,1,1,0
15800,650,Escuintla,M,61,1,328.89,1,0,1,1,0
15665,607,Escuintla,M,36,8,378.89,1,1,1,1,0
15665,509,Guatemala,F,46,1,300,1,1,0,1,1
15788,689,Escuintla,F,38,6,0,1,1,1,1,0
15811,543,Guatemala,M,36,4,0,2,1,1,1,0
15651,438,Escuintla,F,54,2,0,1,0,0,1,1
15689,687,Escuintla,F,63,1,0,1,1,1,1,0
15795,737,Quetzaltenango,M,31,5,0,2,1,1,1,0
15706,761,Guatemala,M,31,7,527,3,1,1,0,0
15728,601,Guatemala,M,44,1,2,2,1,1,1,0
15730,651,Guatemala,M,45,1,199.98,1,1,0,0,1
15622,745,Guatemala,M,35,9,378.89,2,1,0,1,0
15607,648,Escuintla,F,49,10,0,2,1,1,1,1
15644,848,Escuintla,M,40,3,0,1,1,1,1,0
15653,546,Guatemala,F,27,8,0,2,1,1,1,0
15761,439,Escuintla,F,32,3,399.98,1,1,0,0,0
15633,755,Guatemala,M,30,4,0,2,0,1,1,0
15734,593,Guatemala,F,41,6,0,1,1,0,1,0
15658,701,Guatemala,M,39,2,176.5,2,1,1,0,0
15692,701,Escuintla,M,36,8,199.97,2,1,0,0,0
15737,607,Escuintla,F,33,2,225,2,0,1,0,1
15576,586,Escuintla,F,57,3,0,2,0,1,0,0
15753,547,Quetzaltenango,F,30,9,249.97,1,1,0,0,0
15803,647,Quetzaltenango,F,51,1,527,2,0,0,0,1
15718,760,Guatemala,F,51,2,0,1,0,0,1,1
15722,621,Escuintla,M,53,9,0,1,1,0,1,1
15680,725,Guatemala,M,44,5,0,1,1,1,1,0
15614,526,Guatemala,M,36,1,527,1,1,0,0,0
15591,519,Escuintla,F,47,6,350,2,0,0,1,1
15788,713,Quetzaltenango,F,38,7,0,1,1,1,1,1
15604,700,Guatemala,M,38,8,399.99,1,1,0,1,0
15679,666,Guatemala,F,34,9,176.5,1,1,1,0,0
15775,630,Escuintla,M,32,4,0,1,0,0,1,0
15603,779,Escuintla,F,26,4,0,2,0,1,1,0
15680,611,Quetzaltenango,F,41,2,527,1,1,0,0,0
15697,685,Escuintla,M,43,9,148.9,2,1,0,1,0
15567,646,Quetzaltenango,M,39,9,0,1,1,1,1,0
15637,683,Quetzaltenango,F,57,5,149,1,0,0,1,1
15714,484,Quetzaltenango,F,34,4,0,1,0,1,0,0
15683,601,Guatemala,F,43,8,199.99,3,0,1,0,1
15645,762,Escuintla,F,26,7,0,2,1,1,0,0
15782,687,Guatemala,F,72,9,0,1,0,1,1,0
15592,566,Guatemala,M,30,5,225,1,1,0,0,1
15609,702,Guatemala,M,37,10,249.97,1,1,1,0,0
15814,601,Guatemala,M,29,9,450,1,1,1,1,0
15661,699,Guatemala,M,53,4,0,2,0,1,1,0
15629,584,Guatemala,M,28,10,300,2,1,0,1,0
15607,699,Guatemala,M,35,5,0,2,1,1,1,0
15586,698,Quetzaltenango,F,51,2,249.98,1,1,0,0,0
15686,495,Guatemala,M,30,10,0,1,0,0,1,0
15603,650,Guatemala,F,27,6,338,2,1,0,0,0
15619,605,Guatemala,F,64,2,0,1,1,1,1,0
15805,667,Escuintla,M,38,1,0,1,1,1,0,0
15660,688,Quetzaltenango,M,26,8,199.97,1,1,1,0,0
15745,727,Escuintla,F,31,0,189.62,1,1,0,1,1
15719,754,Escuintla,M,39,6,0,2,1,0,1,0
15766,612,Quetzaltenango,F,62,8,275,1,1,0,0,1
15594,546,Escuintla,M,42,7,338,1,1,1,0,0
15646,673,Escuintla,F,37,8,0,2,1,1,1,0
15682,593,Guatemala,M,35,9,28.44,1,1,0,1,0
15603,656,Escuintla,F,40,10,149,1,0,1,1,0
15636,535,Quetzaltenango,F,53,5,150,2,1,1,1,0
15773,678,Quetzaltenango,M,36,3,0,2,0,1,1,0
15745,477,Escuintla,F,48,2,338,1,0,1,0,0
15604,850,Escuintla,M,35,7,0,1,0,0,0,0
15626,427,Guatemala,M,29,1,0,1,1,1,1,0
15605,752,Guatemala,M,49,2,0,1,1,0,0,0
15589,649,Guatemala,M,47,1,527,2,1,1,0,0
15692,799,Escuintla,F,28,3,2043.04,1,1,0,1,0
15712,589,Guatemala,F,61,1,176.5,1,1,0,0,1
15811,583,Quetzaltenango,F,54,6,199.97,1,1,0,0,1
15718,839,Escuintla,F,33,10,0,1,1,0,1,0
15724,540,Quetzaltenango,M,44,3,338,2,1,1,0,0
15738,850,Guatemala,M,31,6,199.97,2,0,0,0,1
15633,696,Escuintla,F,51,5,527,2,1,0,0,0
15603,660,Escuintla,F,33,1,0,2,0,0,1,0
15583,682,Guatemala,M,48,1,99,1,0,1,1,0
15588,744,Guatemala,F,43,10,527,1,0,1,0,0
15798,785,Guatemala,F,36,4,176.5,1,0,0,0,0
15784,752,Escuintla,M,48,5,527,1,1,0,0,1
15580,706,Guatemala,F,29,5,0,1,1,0,1,0
15809,583,Guatemala,F,27,1,338,1,1,1,0,0
15640,660,Quetzaltenango,F,39,5,2,1,1,0,1,1
15698,819,Guatemala,F,39,9,300,1,1,0,1,1
15569,673,Guatemala,F,34,8,176.5,1,1,0,0,1
15730,752,Guatemala,F,30,3,176.5,2,1,1,0,0
15805,578,Guatemala,M,38,7,0,1,1,0,1,0
15633,438,Guatemala,F,36,4,0,2,1,0,1,0
15703,652,Guatemala,M,38,6,299.97,2,1,1,0,0
15730,629,Guatemala,F,49,4,399.97,2,1,1,0,0
15813,720,Guatemala,M,52,7,350,1,1,1,1,0
15711,668,Guatemala,M,42,3,1179.1,1,1,0,0,0
15664,459,Quetzaltenango,M,48,4,0,1,1,1,1,1
15751,729,Escuintla,M,31,8,0,2,1,1,1,0
15692,498,Quetzaltenango,M,25,8,99,1,1,1,1,0
15813,549,Escuintla,M,25,6,0,1,0,1,1,0
15698,601,Quetzaltenango,F,54,1,0,2,1,1,1,0
15568,544,Guatemala,M,64,9,527,1,1,1,0,0
15603,751,Guatemala,F,30,6,225,2,1,0,0,0
15592,632,Quetzaltenango,F,41,3,149,1,1,1,1,0
15699,694,Escuintla,M,57,8,176.5,1,1,1,0,0
15667,678,Guatemala,M,31,2,249.97,2,1,1,0,0
15788,695,Guatemala,M,46,4,199.97,2,1,1,0,0
15763,661,Guatemala,F,41,1,328.99,2,0,1,1,0
15645,661,Guatemala,M,33,9,298.04,2,1,1,1,0
15725,559,Guatemala,F,31,3,149,1,0,1,1,0
15575,503,Guatemala,M,29,3,99,2,1,1,1,0
15640,695,Escuintla,M,46,3,403.99,1,1,1,1,0
15662,640,Guatemala,F,42,5,0,1,1,1,1,0
15576,624,Quetzaltenango,F,48,3,359,2,0,0,1,0
15674,667,Guatemala,M,42,9,0,2,0,1,1,0
15721,642,Guatemala,M,26,0,176.5,1,0,0,0,0
15745,640,Escuintla,F,32,6,249.97,2,1,1,0,0
15642,529,Escuintla,M,35,5,0,2,1,1,0,0
15754,563,Guatemala,F,39,5,0,2,1,1,1,0
15607,593,Escuintla,F,38,4,710.8,2,1,0,0,0
15715,739,Quetzaltenango,M,45,7,176.5,1,0,1,0,1
15810,788,Escuintla,F,70,1,0,2,1,1,1,0
15668,684,Escuintla,F,38,3,176.5,2,1,0,0,0
15780,482,Guatemala,M,55,5,225,1,0,1,0,0
15613,591,Escuintla,M,58,5,60.99,1,0,1,1,0
15775,651,Quetzaltenango,F,41,4,60.99,1,0,1,1,0
15786,749,Quetzaltenango,F,40,8,225,2,0,0,0,0
15747,583,Guatemala,M,24,9,0,1,0,0,1,0
15600,661,Escuintla,M,42,2,499.97,1,0,0,0,1
15801,715,Guatemala,F,31,2,239.36,2,1,1,1,0
15579,769,Quetzaltenango,F,45,5,450,1,1,0,0,1
15802,625,Guatemala,F,51,7,176.5,1,1,0,0,1
15720,641,Guatemala,F,36,5,176.5,1,1,0,0,0
15589,716,Quetzaltenango,M,27,1,249.97,2,1,0,0,0
15688,767,Guatemala,M,43,1,499.97,2,1,0,0,0
15665,745,Quetzaltenango,M,36,8,0,1,0,0,1,0
15740,589,Guatemala,M,34,6,176.5,2,1,1,0,0
15681,796,Guatemala,F,45,2,333.1,1,1,1,1,0
15748,664,Guatemala,M,57,6,398.81,2,1,1,1,0
15727,445,Escuintla,M,62,1,199.97,1,1,1,0,1
15620,543,Quetzaltenango,F,57,1,176.5,2,1,1,0,1
15669,746,Escuintla,M,36,2,0,2,1,1,1,0
15736,742,Quetzaltenango,M,33,0,299,1,1,1,1,0
15803,750,Guatemala,F,32,5,149,2,1,0,1,0
15659,669,Guatemala,M,30,7,328.07,1,0,0,1,0
15603,594,Escuintla,F,49,2,298.36,2,0,1,1,0
15566,574,Escuintla,M,36,1,0,2,0,1,1,0
15808,659,Quetzaltenango,M,36,2,275,2,1,1,0,0
15580,750,Quetzaltenango,M,40,5,149,3,1,0,1,1
15776,626,Quetzaltenango,M,35,4,0,1,1,1,1,0
15773,620,Guatemala,M,42,4,60.99,2,1,0,1,0
15649,580,Guatemala,F,35,8,275,2,0,1,0,0
15734,686,Guatemala,F,34,3,199.99,2,1,0,0,0
15722,540,Guatemala,M,48,0,249.97,1,0,0,0,0
15650,634,Quetzaltenango,M,35,6,176.5,1,1,0,0,0
15629,632,Escuintla,M,38,1,0,1,1,0,1,0
15716,501,Guatemala,F,41,3,0,1,1,0,1,0
15807,650,Escuintla,F,25,3,0,3,1,0,1,1
15578,786,Guatemala,M,34,9,99,2,1,0,1,0
15677,554,Quetzaltenango,F,37,4,300,1,0,0,1,0
15804,701,Escuintla,F,42,5,0,2,0,0,1,0
15696,474,Guatemala,M,45,10,199,2,0,0,1,0
15653,621,Guatemala,F,43,5,0,1,1,1,0,0
15721,672,Escuintla,F,56,2,0,2,1,1,1,1
15578,459,Escuintla,F,42,6,0,2,1,1,1,1
15736,669,Guatemala,M,23,1,527,2,0,0,0,0
15571,776,Guatemala,F,38,2,176.5,1,1,0,0,0
15626,694,Guatemala,M,36,3,0,1,1,1,1,0
15672,787,Guatemala,F,42,10,0,2,1,1,1,0
15673,580,Guatemala,M,37,9,328.57,2,0,1,1,0
15767,711,Guatemala,F,25,7,176.5,3,1,1,0,0
15654,673,Guatemala,F,40,5,0,1,1,0,0,0
15612,499,Guatemala,F,57,1,0,1,0,0,1,1
15812,591,Guatemala,M,24,6,98.7,1,1,1,1,0
15790,769,Guatemala,F,25,10,349.97,2,0,0,0,0
15723,657,Escuintla,M,31,3,176.5,1,0,0,0,0
15744,738,Quetzaltenango,M,43,9,527,2,1,0,0,1
15612,545,Quetzaltenango,F,60,7,0,1,0,1,1,1
15784,497,Guatemala,M,47,6,0,1,1,1,0,0
15794,816,Escuintla,M,67,6,319.04,1,1,1,1,0
15766,525,Guatemala,M,36,2,399.97,1,0,1,0,0
15661,725,Guatemala,M,46,6,176.5,2,1,0,0,0
15705,692,Guatemala,F,28,8,0,2,1,0,1,0
15637,618,Guatemala,F,24,7,0,1,0,1,1,0
15716,546,Guatemala,M,24,8,0,1,1,1,1,0
15696,635,Guatemala,M,29,7,0,1,1,1,1,0
15641,611,Guatemala,F,49,2,527,3,0,0,0,1
15670,650,Guatemala,M,60,8,0,2,1,1,1,0
15640,606,Guatemala,M,40,5,0,2,1,1,1,0
15787,844,Guatemala,M,18,2,300,1,0,0,1,0
15587,450,Escuintla,F,46,5,598,1,1,0,1,0
15813,727,Escuintla,M,38,2,160.35,1,1,1,1,0
15698,460,Quetzaltenango,M,46,4,0,2,1,1,1,0
15790,649,Guatemala,M,41,0,176.5,2,0,1,0,0
15634,758,Quetzaltenango,F,47,9,0,1,1,0,1,0
15677,490,Guatemala,F,35,7,298.16,1,1,1,1,0
15661,815,Quetzaltenango,M,37,2,176.5,2,1,0,0,0
15685,838,Escuintla,F,39,5,0,2,1,0,1,0
15660,803,Guatemala,M,31,9,0,2,1,0,1,0
15637,664,Quetzaltenango,F,36,2,0,2,1,0,1,0
15815,736,Escuintla,F,28,2,0,2,1,1,1,0
15647,633,Guatemala,F,37,9,0,1,1,0,1,0
15625,664,Guatemala,M,58,5,9.97,1,1,1,0,0
15583,600,Guatemala,F,43,5,176.5,1,1,0,0,0
15582,693,Guatemala,F,35,5,2,1,1,0,1,1
15637,663,Quetzaltenango,F,36,6,849.97,1,0,0,0,1
15622,742,Quetzaltenango,F,21,1,0,1,1,0,1,0
15672,710,Quetzaltenango,M,43,2,176.5,3,1,1,0,1
15812,710,Escuintla,F,27,2,300,1,1,0,1,0
15810,700,Guatemala,F,82,2,450,2,0,1,0,0
15677,720,Quetzaltenango,M,60,9,0,2,0,0,1,1
15724,684,Escuintla,M,41,2,176.5,2,0,0,0,0
15685,531,Guatemala,F,63,1,0,1,0,1,1,1
15584,742,Quetzaltenango,F,36,2,176.5,2,0,0,0,1
15640,717,Guatemala,M,31,4,176.5,1,0,0,0,0
15639,589,Guatemala,M,32,2,0,2,0,1,0,0
15685,767,Guatemala,M,36,3,59,1,0,0,1,0
15789,636,Quetzaltenango,M,49,6,149,2,1,0,1,1
15752,648,Guatemala,M,33,7,0,1,1,1,1,0
15712,622,Quetzaltenango,F,58,7,0,1,1,0,1,1
15628,692,Escuintla,M,28,9,338,1,0,0,0,1
15797,754,Guatemala,M,28,8,338,2,1,1,0,0
15769,679,Escuintla,F,35,8,176.5,1,0,0,0,0
15737,639,Guatemala,M,27,8,225,2,1,0,0,0
15585,774,Guatemala,F,28,1,225,2,0,1,0,0
15654,517,Guatemala,M,41,2,577,2,0,1,0,0
15745,571,Guatemala,F,35,8,99,2,0,0,1,0
15571,747,Quetzaltenango,M,58,7,338,1,1,1,0,1
15660,792,Escuintla,M,36,5,0,1,0,1,1,0
15605,688,Guatemala,M,26,1,274.92,2,1,1,0,0
15694,714,Quetzaltenango,M,42,2,0,1,0,1,1,0
15600,562,Escuintla,F,35,0,0,2,1,0,1,0
15653,704,Escuintla,M,48,8,0,1,1,1,1,0
15763,698,Guatemala,M,36,2,0,2,1,1,1,0
15643,611,Guatemala,M,49,3,299,2,1,1,1,0
15707,850,Quetzaltenango,F,48,6,499.97,1,1,0,0,0
15769,743,Quetzaltenango,F,34,1,0,1,1,1,1,0
15776,654,Guatemala,M,29,1,299.99,1,1,0,1,0
15686,761,Quetzaltenango,M,36,8,149,2,0,0,1,0
15668,702,Guatemala,F,46,9,0,1,0,1,1,0
15766,488,Quetzaltenango,M,32,3,0,1,1,0,1,0
15570,683,Guatemala,F,35,6,199.99,2,1,1,0,0
15567,601,Quetzaltenango,F,42,9,199.99,1,0,1,0,0
15747,605,Guatemala,M,52,7,0,2,1,1,0,0
15762,671,Quetzaltenango,F,44,0,278.1,2,0,1,1,0
15681,614,Quetzaltenango,F,31,7,0,2,1,1,1,0
15712,511,Escuintla,F,29,9,0,2,0,1,1,0
15640,850,Guatemala,M,39,4,225,2,0,1,0,0
15756,790,Escuintla,F,46,9,176.5,1,0,0,0,1
15613,793,Guatemala,F,33,0,527,1,0,0,0,0
15798,628,Guatemala,M,69,5,527,2,1,1,0,0
15708,598,Quetzaltenango,M,53,10,0,1,1,1,1,0
15778,657,Guatemala,F,37,6,176.5,1,1,0,0,0
15699,618,Guatemala,F,35,10,0,2,1,0,0,0
15649,681,Escuintla,M,65,7,0,2,0,1,1,0
15578,516,Escuintla,F,33,3,176.5,2,1,1,0,0
15775,421,Quetzaltenango,M,28,8,0,3,1,1,1,1
15641,700,Guatemala,F,26,2,399,2,0,0,1,0
15619,745,Guatemala,M,25,5,0,2,1,0,1,0
15734,696,Guatemala,M,29,8,0,2,1,0,1,0
15806,580,Quetzaltenango,F,42,2,0,1,0,0,1,1
15591,497,Escuintla,M,27,9,0,1,1,1,1,0
15747,720,Guatemala,F,43,6,0,2,1,0,1,0
15596,659,Quetzaltenango,M,36,4,527,2,1,0,0,0
15716,841,Guatemala,F,36,5,527,1,0,0,0,0
15765,642,Escuintla,M,34,8,300,1,1,0,1,0
15757,732,Escuintla,F,69,9,176.5,1,0,1,0,1
15603,600,Escuintla,M,36,4,300,2,1,0,1,0
15660,464,Quetzaltenango,M,33,8,149,2,1,1,1,0
15660,680,Guatemala,F,47,5,0,2,1,1,1,0
15666,758,Escuintla,M,56,1,0,2,1,1,1,0
15596,630,Quetzaltenango,F,31,2,249.98,2,1,1,0,0
15639,577,Guatemala,F,39,10,0,2,1,0,1,0
15695,684,Guatemala,F,34,6,0,2,1,1,1,0
15726,708,Escuintla,F,41,5,0,1,0,1,1,0
15797,732,Quetzaltenango,F,29,1,199.97,1,1,1,0,0
15625,634,Quetzaltenango,M,37,3,199.97,2,1,1,0,0
15780,633,Guatemala,F,30,6,0,2,0,0,1,0
15575,559,Guatemala,M,34,2,0,2,1,0,1,0
15585,694,Escuintla,F,37,3,0,2,1,1,1,0
15589,686,Quetzaltenango,F,56,5,399.97,1,1,1,0,0
15585,553,Escuintla,F,48,3,199.97,1,0,1,0,1
15727,507,Guatemala,M,36,4,274.97,1,0,0,0,0
15707,732,Quetzaltenango,M,50,6,297.89,1,0,0,1,1
15737,818,Guatemala,F,31,1,14,1,0,0,1,0
15599,660,Quetzaltenango,M,35,8,0,1,0,1,1,0
15672,773,Escuintla,F,41,5,0,1,1,0,1,1
15806,640,Guatemala,M,44,3,0,1,1,0,1,0
15592,505,Guatemala,M,49,7,0,1,0,0,0,0
15608,714,Quetzaltenango,M,21,6,0,2,0,0,1,0
15586,468,Guatemala,F,42,5,238.36,2,1,0,1,0
15646,611,Escuintla,M,51,1,527,1,1,1,0,0
15725,705,Guatemala,M,25,0,278.1,1,0,1,1,0
15572,646,Quetzaltenango,M,46,1,0,2,1,0,1,0
15794,667,Quetzaltenango,F,48,1,149,2,0,0,1,1
15677,511,Quetzaltenango,F,41,8,199.99,1,1,1,0,0
15745,653,Guatemala,F,43,6,0,2,1,1,1,0
15601,675,Guatemala,F,57,8,527,2,0,1,0,0
15686,523,Escuintla,M,32,4,0,2,1,0,1,0
15693,567,Quetzaltenango,F,49,5,148.9,1,1,0,1,1
15760,741,Escuintla,M,39,7,378.89,2,0,1,1,0
15686,456,Escuintla,M,32,9,149,1,1,1,1,0
15809,598,Guatemala,M,64,1,0,2,1,0,1,1
15807,667,Guatemala,M,43,8,338,1,1,0,0,1
15809,548,Guatemala,F,32,2,176.5,1,1,0,0,1
15794,725,Guatemala,M,41,7,0,1,1,1,1,0
15614,717,Guatemala,M,53,6,450,2,0,1,0,0
15805,594,Guatemala,M,38,4,350,2,0,0,1,0
15686,678,Quetzaltenango,F,25,10,199.97,2,0,1,0,0
15808,545,Guatemala,M,38,1,749.97,2,1,1,0,0
15756,636,Guatemala,F,48,1,0,1,1,0,1,1
15646,603,Quetzaltenango,M,44,6,199,2,1,0,1,1
15710,435,Guatemala,M,36,4,1,1,1,1,1,0
15799,535,Guatemala,F,40,8,0,1,1,1,1,0
15692,629,Quetzaltenango,F,45,7,176.5,3,1,0,0,1
15794,722,Guatemala,F,35,2,0,2,1,1,0,0
15803,561,Guatemala,M,28,7,699.97,2,1,0,0,0
15674,645,Guatemala,F,38,5,797.89,2,0,1,1,0
15653,501,Guatemala,F,39,9,225,1,0,0,0,0
15581,502,Quetzaltenango,F,32,1,0,1,0,1,1,0
15800,652,Escuintla,F,42,4,527,2,1,1,0,0
15656,574,Guatemala,F,33,3,338,1,1,0,0,0
15697,518,Guatemala,F,45,9,299,2,1,1,1,0
15585,749,Guatemala,F,60,6,399.99,1,1,0,1,1
15571,679,Guatemala,F,43,4,0,3,1,0,1,1
15785,565,Guatemala,M,36,6,328.81,1,1,0,1,0
15743,643,Guatemala,F,45,4,176.5,1,1,0,0,1
15777,515,Guatemala,M,65,7,225,1,1,1,0,0
15721,521,Guatemala,M,25,7,0,2,1,1,1,0
15591,739,Escuintla,M,38,0,275,1,1,0,0,0
15625,585,Guatemala,M,42,2,0,2,1,1,1,0
15702,733,Quetzaltenango,M,74,3,849.97,1,1,1,0,0
15600,542,Guatemala,F,43,8,176.5,1,0,1,0,0
15768,788,Escuintla,M,37,8,333.1,1,0,0,1,0
15780,435,Quetzaltenango,M,32,2,199.99,2,1,1,0,0
15585,577,Guatemala,M,42,9,479.5,1,1,0,0,0
15772,703,Guatemala,F,51,3,747,3,1,1,1,1
15669,728,Quetzaltenango,F,35,8,239.36,2,1,0,1,1
15697,728,Quetzaltenango,M,32,5,350,1,1,1,1,0
15733,718,Guatemala,M,35,8,350,2,1,0,1,0
15782,621,Guatemala,F,40,6,0,1,1,0,1,0
15654,523,Guatemala,F,40,2,189.57,1,1,0,1,1
15632,657,Quetzaltenango,M,25,2,0,1,1,0,1,0
15642,727,Quetzaltenango,M,40,1,99,2,1,0,1,1
15709,643,Guatemala,M,36,7,176.5,2,0,1,0,0
15792,645,Guatemala,F,48,7,0,1,1,1,1,0
15786,568,Guatemala,M,28,5,0,2,1,0,1,0
15794,599,Guatemala,M,58,4,300,1,0,0,1,1
